更新时间,#genre#
20260202-05-13-06,url


RespoTime,whitelist,#genre#
408.02ms,CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
413.00ms,CCTV1,http://39.77.26.54:4002/rtp/239.253.254.89:8000
247.18ms,CCTV1,https://t.freetv.fun/live/cctv1-2.m3u8
461.25ms,CCTV1,http://114.254.34.140:18888/rtp/239.3.1.129:8008
407.17ms,CCTV1,https://t.freetv.fun/live/cctv1-6.m3u8
465.26ms,CCTV1,http://114.100.195.104:4022/rtp/238.1.78.166:7200
490.76ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.33:8002
66.64ms,CCTV1,http://23.237.228.134/live5/CCTV1.m3u8
488.57ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.126:8002
489.94ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.194:4120
485.30ms,CCTV1,http://123.191.12.76:1111/rtp/232.0.0.27:1234
491.65ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.53:8060
494.52ms,CCTV1,http://39.77.26.54:4002/rtp/239.253.254.77:8000
493.24ms,CCTV1,http://106.59.3.233:55555/rtp/239.200.201.45:8800
495.18ms,CCTV1,http://106.59.3.233:55555/rtp/239.200.200.2:8080
495.23ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.210:8068
499.03ms,CCTV1,http://27.191.203.215:19999/rtp/239.254.200.45:8008
499.81ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.1:8008
502.48ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.81:8176
502.55ms,CCTV1,http://106.59.3.233:55555/rtp/239.200.200.117:8712
510.12ms,CCTV1,http://106.59.3.233:55555/rtp/239.200.200.14:8852
514.60ms,CCTV1,http://223.198.240.9:4000/rtp/239.253.64.120:5140
537.49ms,CCTV1,http://111.113.89.184:2000/rtp/239.121.4.113:8636
49.46ms,CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
120.86ms,CCTV1,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
621.39ms,CCTV1,http://111.162.204.109:8686/rtp/225.1.1.120:5002
244.92ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1
753.04ms,CCTV1,https://t.freetv.fun/live/cctv1-5.php
472.94ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
441.68ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
443.84ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
455.12ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
491.74ms,CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8
23.21ms,CCTV1,http://38.75.136.137:98/gslb/dsdqca/cctv1hd.m3u8?auth=test20251009
467.60ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
511.20ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
573.61ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
596.02ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
488.78ms,CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8
229.02ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.m3u8
416.95ms,CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
898.84ms,CCTV1,http://120.238.94.10:9901/tsfile/live/1018_1.m3u8
837.51ms,CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
882.11ms,CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
1118.69ms,CCTV1,http://sun135790.x3322.net:9901/tsfile/live/16008_1.m3u8?key=txiptv&playlive=1&authid=0
1232.95ms,CCTV1,http://hczn.x3322.net:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
1760.81ms,CCTV1,https://t.freetv.fun/live/cctv1-3.php
2056.63ms,CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
476.43ms,CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8
1835.86ms,CCTV1,http://iptv.4666888.xyz/iptv2A.php?id=7
394.32ms,CCTV1,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv
456.20ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
2364.76ms,CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1
518.30ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.65:5140
472.60ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
2271.54ms,CCTV1,http://111.221.137.234:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
606.21ms,CCTV1,http://61.184.46.85:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
2599.80ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
480.68ms,CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
437.81ms,CCTV1,http://60.13.52.236:65500/newlive/live/hls/1/live.m3u8
430.18ms,CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
564.73ms,CCTV1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8
3006.08ms,CCTV1,http://tvlist.top/jd/index.php?id=cctv1&qt=118.212.78.251:8014
3167.75ms,CCTV1,http://tvlist.top/jd/index.php?id=cctv1&qt=183.224.122.114:8014
693.53ms,CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
645.52ms,CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
235.24ms,CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
240.31ms,CCTV1,https://t.freetv.fun/live/cctv1-5.m3u8
433.66ms,CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
595.03ms,CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
224.57ms,CCTV1,https://t.freetv.fun/live/cctv1-10.m3u8
469.98ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8
1479.05ms,CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
4298.90ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
831.11ms,CCTV1,http://tnvcn.com:8012/rtp/239.3.1.129:8008
127.37ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
1182.36ms,CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
467.84ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.1:8008
461.56ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.33:8002
472.20ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.126:8002
478.78ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.210:8068
469.39ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.194:4120
457.47ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.81:8176
337.81ms,CCTV1,https://migu.188766.xyz/?migutoken=6608104cc29a3440bb0acf08be877984&id=CCTV1&type=yy
471.00ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.53:8060
472.00ms,CCTV1,http://222.135.142.75:3283/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
296.35ms,CCTV2,http://pull-hls-f1.douyincdn.com/media/stream-695106910011261612/playlist.m3u8?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-20260201084152FCA02A28E82C926FE0D6-TkujMo&wsSecret=85bb061c39ad9227e9c420993c2e56b8&wsTime=697ea150
418.97ms,CCTV2,http://114.254.34.140:18888/rtp/239.3.1.60:8084
440.46ms,CCTV2,http://39.77.26.54:4002/rtp/239.253.254.232:8000
447.67ms,CCTV2,http://114.100.195.104:4022/rtp/238.1.78.235:7752
508.15ms,CCTV2,http://pull-flv-f1.douyincdn.com/media/stream-695106910011261612.flv?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-20260201084152FCA02A28E82C926FE0D6-TkujMo&unique_id=stream-695106910011261612_684_flv&wsSecret=52d181562d8e2a5dee20184a94272ef3&wsTime=697ea150
460.05ms,CCTV2,http://223.198.240.9:4000/rtp/239.253.64.195:5140
526.92ms,CCTV2,http://111.113.89.184:2000/rtp/239.121.4.155:8914
222.35ms,CCTV2,https://t.freetv.fun/live/cctv2-1.m3u8
465.76ms,CCTV2,http://115.171.80.79:1688/rtp/225.1.8.2:8084
455.84ms,CCTV2,http://123.191.12.76:1111/rtp/232.0.0.135:1234
33.66ms,CCTV2,http://23.237.228.134/live5/CCTV2.m3u8
235.05ms,CCTV2,https://t.freetv.fun/live/cctv2-2.m3u8
237.14ms,CCTV2,https://t.freetv.fun/live/cctv2-5.m3u8
466.81ms,CCTV2,http://27.191.203.215:19999/rtp/239.254.200.158:6000
257.64ms,CCTV2,https://t.freetv.fun/live/cctv2-7.m3u8
226.38ms,CCTV2,https://t.freetv.fun/live/cctv2-6.m3u8
2188.34ms,CCTV1,http://8.138.7.223/tv/mgitv.php?id=3
377.77ms,CCTV2,https://t.freetv.fun/live/cctv2-8.php
1788.20ms,CCTV1,http://8.138.7.223/tv/mgitv.php?id=5
1823.87ms,CCTV1,http://8.138.7.223/tv/mgitv.php?id=7
1851.05ms,CCTV1,http://8.138.7.223/tv/mgitv.php?id=1
122.08ms,CCTV2,https://iptv.catvod.com/live.php?id=CCTV2
48.01ms,CCTV2,http://38.75.136.137:98/gslb/dsdqbv/cctv2hd.m3u8?auth=test20251009
115.05ms,CCTV2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
22.71ms,CCTV2,http://38.75.136.137:98/gslb/dsdqca/cctv2hd.m3u8?auth=test20251009
1946.52ms,CCTV1,http://8.138.7.223/tv/mgitv.php?id=6
400.74ms,CCTV2,http://27.41.245.32:801/hls/2/index.m3u8
469.08ms,CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
65.52ms,CCTV2,https://t.freetv.fun/live/cctv2-10.m3u8
2025.41ms,CCTV1,http://8.138.7.223/tv/mgitv.php?id=2
444.97ms,CCTV2,http://183.11.239.36:808/hls/20/index.m3u8
463.68ms,CCTV2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
811.24ms,CCTV2,http://111.162.204.109:8686/rtp/225.1.1.133:5002
525.59ms,CCTV2,http://112.123.206.32:808/hls/2/index.m3u8
225.51ms,CCTV2,https://t.freetv.fun/live/cctv2-12.m3u8
604.10ms,CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8
465.90ms,CCTV2,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8
495.23ms,CCTV2,http://222.214.208.34:59901/tsfile/live/0002_1.m3u8
474.13ms,CCTV2,http://153.0.171.163:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
841.59ms,CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8
359.76ms,CCTV2,https://t.freetv.fun/live/cctv-2gao-qing.m3u8
1047.18ms,CCTV2,https://t.freetv.fun/live/cctv2-3.php
1191.46ms,CCTV2,http://www.cdnstv.com:6398/hls/2/index.m3u8
