更新时间,#genre#
20260223-05-12-36,url


RespoTime,whitelist,#genre#
530.59ms,CCTV1,http://42.237.156.248:4022/rtp/225.1.4.73:1102
545.17ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.126:8002
548.19ms,CCTV1,http://183.164.237.57:8888/rtp/238.1.78.166:7200
544.11ms,CCTV1,http://124.112.188.135:4022/rtp/238.1.78.166:7200
544.94ms,CCTV1,http://123.118.54.253:8686/rtp/239.3.1.129:8008
548.83ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.81:8176
553.95ms,CCTV1,http://60.4.29.141:8077/rtp/239.253.92.83:8012
551.20ms,CCTV1,http://171.119.206.205:6000/rtp/226.0.2.153:9136
557.88ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.33:8002
560.12ms,CCTV1,http://171.8.85.62:8800/rtp/239.16.20.1:10010
564.68ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.1:8008
563.28ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.53:8060
568.81ms,CCTV1,http://223.198.241.194:4000/rtp/239.253.64.120:5140
568.45ms,CCTV1,http://27.18.144.45:9100/rtp/239.254.96.96:8550
570.68ms,CCTV1,http://125.80.153.86:7788/rtp/235.254.198.51:1480
567.40ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.194:4120
570.89ms,CCTV1,http://106.59.2.113:55555/rtp/239.200.200.117:8712
573.16ms,CCTV1,http://106.59.2.113:55555/rtp/239.200.200.14:8852
579.47ms,CCTV1,http://121.29.215.157:2083/rtp/239.253.92.83:8012
581.27ms,CCTV1,http://106.59.2.113:55555/rtp/239.200.201.45:8800
586.55ms,CCTV1,http://106.116.127.51:4022/rtp/239.254.200.45:8008
605.96ms,CCTV1,http://106.59.2.113:55555/rtp/239.200.200.2:8080
628.20ms,CCTV1,http://106.45.3.127:4000/rtp/239.121.4.113:8636
126.97ms,CCTV1,https://t.freetv.fun/live/cctv1-2.m3u8
120.13ms,CCTV1,http://23.237.228.134/live5/CCTV1.m3u8
309.15ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
424.89ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
350.78ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=17
515.33ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
377.34ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
529.90ms,CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
540.99ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
523.80ms,CCTV1,http://111.221.137.234:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
576.68ms,CCTV1,http://106.59.2.54:55555/rtp/239.200.200.2:8080
559.76ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
548.56ms,CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
559.11ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
581.36ms,CCTV1,http://106.59.2.54:55555/rtp/239.200.201.45:8800
596.95ms,CCTV1,http://106.59.2.54:55555/rtp/239.200.200.14:8852
596.74ms,CCTV1,http://106.59.2.54:55555/rtp/239.200.200.117:8712
634.76ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
75.43ms,CCTV1,https://t.freetv.fun/live/cctv1-6.m3u8
74.46ms,CCTV1,https://t.freetv.fun/live/cctv1-5.php
78.31ms,CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
155.97ms,CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
673.42ms,CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
687.14ms,CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
85.42ms,CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
413.79ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=4
92.83ms,CCTV1,https://t.freetv.fun/live/cctv-1gao-qing.m3u8
1364.44ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.210:8068
242.50ms,CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
117.86ms,CCTV1,http://38.75.136.137:98/gslb/dsdqca/cctv1hd.m3u8?auth=test20251009
379.62ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=13
370.29ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=11
509.28ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.210:8068
396.32ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=10
427.52ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=1
382.55ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=3
522.38ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.53:8060
525.75ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.33:8002
546.23ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.81:8176
565.97ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.194:4120
560.42ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.1:8008
554.90ms,CCTV1,http://115.171.80.79:1688/rtp/225.1.8.126:8002
381.31ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=2
169.43ms,CCTV1,https://t.freetv.fun/live/cctv1-5.m3u8
436.14ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=8
421.21ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=7
174.05ms,CCTV1,https://t.freetv.fun/live/cctv1-10.m3u8
427.19ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=5
410.71ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=9
1624.74ms,CCTV1,http://125.80.158.138:7788/rtp/235.254.198.51:1480
455.26ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=12
440.20ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=18
446.21ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=15
435.50ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
449.91ms,CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
478.00ms,CCTV1,http://111.43.126.240:9003/hls/13/index.m3u8
520.88ms,CCTV1,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8
372.95ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1
527.49ms,CCTV1,http://60.13.52.236:65500/newlive/live/hls/1/live.m3u8
511.28ms,CCTV1,http://61.136.172.236:9901/tsfile/live/0001_1.m3u8
518.78ms,CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
2319.02ms,CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
547.89ms,CCTV1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8
1799.77ms,CCTV1,https://t.freetv.fun/live/cctv1-3.php
563.08ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8
309.25ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=19
660.45ms,CCTV1,http://113.26.202.52:1299/tsfile/live/0001_1.m3u8
510.40ms,CCTV1,http://222.135.142.75:3283/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
777.34ms,CCTV1,http://61.184.46.85:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
492.59ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
474.82ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.65:5140
526.37ms,CCTV2,http://60.4.29.141:8077/rtp/239.253.92.190:6065
911.78ms,CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
541.84ms,CCTV2,http://223.198.241.194:4000/rtp/239.253.64.195:5140
561.30ms,CCTV2,http://115.171.216.84:4000/rtp/225.1.8.2:8084
838.04ms,CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
994.42ms,CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
574.21ms,CCTV2,http://106.116.127.51:4022/rtp/239.254.200.158:6000
540.83ms,CCTV2,http://171.8.85.62:8800/rtp/239.16.20.2:10020
603.26ms,CCTV2,http://125.80.153.86:7788/rtp/235.254.198.52:1484
72.41ms,CCTV2,https://t.freetv.fun/live/cctv2-2.m3u8
83.25ms,CCTV2,https://t.freetv.fun/live/cctv2-7.m3u8
70.91ms,CCTV2,https://t.freetv.fun/live/cctv2-6.m3u8
56.08ms,CCTV2,https://t.freetv.fun/live/cctv2-16.m3u8
577.53ms,CCTV2,http://27.18.144.45:9100/rtp/239.69.1.102:10250
561.57ms,CCTV2,http://183.164.237.57:8888/rtp/238.1.78.235:7752
599.87ms,CCTV2,http://106.45.3.127:4000/rtp/239.121.4.155:8914
1537.73ms,CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
514.56ms,CCTV2,http://121.29.215.157:2083/rtp/239.253.92.190:6065
2666.00ms,CCTV1,https://iptv.gstory.cn/Cinetry/608807420
535.16ms,CCTV2,http://123.118.54.253:8686/rtp/239.3.1.60:8084
506.53ms,CCTV2,http://124.112.188.135:4022/rtp/238.1.78.235:7752
522.93ms,CCTV2,http://171.119.206.205:6000/rtp/226.0.2.154:9144
1366.88ms,CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
2461.37ms,CCTV1,http://iptv.4666888.xyz/iptv2A.php?id=7
119.30ms,CCTV2,http://23.237.228.134/live5/CCTV2.m3u8
577.81ms,CCTV2,http://125.80.158.138:7788/rtp/235.254.198.52:1484
461.31ms,CCTV2,http://120.211.62.180:8000/hls/2/index.m3u8
2920.47ms,CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1
512.44ms,CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
188.49ms,CCTV2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
3058.86ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
193.74ms,CCTV2,http://74.91.26.218:82/live/cctv2hd.m3u8
